position selCoef originGen type freq
228964 0.355532 5989 m2 0.004
229276 -0.0511709 5996 m2 0.001
230004 -0.0298314 5975 m2 0.003
230710 -0.114357 5933 m2 0.0025
233097 -0.00756254 5997 m2 0.0005
234042 -0.0417538 5996 m2 0.001
235834 0.106074 5998 m2 0.0005
236814 0.0151198 5999 m2 0.0005
238444 0.0807045 5661 m2 0.025
243427 -0.0275507 5900 m2 0.061
243786 -0.0209877 5767 m2 0.0785
245396 -0.0872085 6000 m2 0.0005
246024 -0.0676703 5998 m2 0.0015
247788 0.140936 2709 m2 0.9725
248159 0.0184786 416 m2 0.9025
249724 0.046993 5838 m2 0.0745
249901 -0.0101261 5991 m2 0.007
300708 -0.00902096 5161 m2 0.133
301404 0.0502574 5981 m2 0.0085
301794 -0.103144 5999 m2 0.0005
307966 -0.112649 5769 m2 0.1925
309040 0.0732928 5998 m2 0.003
309661 -0.0583494 5999 m2 0.0005
311274 0.0857789 4774 m2 0.347
312218 -0.0689382 6000 m2 0.0005
312883 0.0114556 5986 m2 0.0065
312987 -0.0426755 5575 m2 0.0805
313328 0.142292 5925 m2 0.066
313341 0.0663734 5386 m2 0.0685
314539 0.0563874 3907 m2 0.275
316506 -0.0826562 5993 m2 0.001
316609 0.0852464 5987 m2 0.0165
318858 0.114347 6000 m2 0.0005
319328 0.112463 5994 m2 0.0005
324574 -0.0384536 5981 m2 0.002
324708 -0.198819 2548 m2 0.2995
325206 -0.0380837 2608 m2 0.595
326044 -0.0739451 4961 m2 0.0515
326823 -0.161691 5998 m2 0.001
327065 0.0328604 5998 m2 0.001
327739 -0.105263 3031 m2 0.406
328459 -0.126834 5819 m2 0.0185
329541 0.0242627 5934 m2 0.0025
329950 -0.0320892 5661 m2 0.0055
330299 -0.114839 5892 m2 0.014
333913 -0.00534224 4759 m2 0.7895
334905 -0.189919 5936 m2 0.0065
336625 0.037544 5972 m2 0.009
338103 -0.180624 5998 m2 0.0015
338216 0.00487192 5998 m2 0.001
338959 -0.0862941 4940 m2 0.027
339709 0.0518285 5992 m2 0.004
342727 -0.025922 5999 m2 0.001
344551 -0.0294134 3902 m2 0.3375
345048 0.074003 5956 m2 0.003
345388 0.113847 6000 m2 0.0005
346091 0.170784 5997 m2 0.0025
348169 -0.00338988 5708 m2 0.004
349083 -0.228222 2397 m2 0.5955
349465 -0.0922604 5997 m2 0.001

