position selCoef originGen type freq
112749 -0.177271 5993 m2 0.003
116012 -0.128317 5997 m2 0.0015
116385 -0.0763946 5962 m2 0.0085
118047 0.0896158 5744 m2 0.0435
118329 -0.232632 5950 m2 0.039
118857 0.0811117 5997 m2 0.0005
123321 0.146562 5587 m2 0.0225
123340 0.0612093 5815 m2 0.0545
124821 0.105311 5942 m2 0.011
125558 -0.0306121 5919 m2 0.012
129753 0.0431939 4614 m2 0.043
130514 -0.0851613 5948 m2 0.0145
132910 -0.108771 5137 m2 0.031
134589 0.0639296 6000 m2 0.0005
136934 -0.0166079 5543 m2 0.537
139637 0.00589298 3318 m2 0.0815
141809 -0.111337 5985 m2 0.001
144936 -0.0723764 5875 m2 0.039
146773 -0.252748 5905 m2 0.008
148462 0.0593749 4891 m2 0.777
149066 0.0103704 3940 m2 0.68
149802 -0.0595175 5903 m2 0.0045
202119 0.0291459 3172 m2 0.545
206180 0.126343 5940 m2 0.027
207357 -0.0738214 4456 m2 0.2415
211618 0.0399602 5856 m2 0.0435
211907 0.0457519 5925 m2 0.005
213077 -0.0599047 4198 m2 0.006
213465 -0.0623529 5967 m2 0.008
216196 0.00874445 6000 m2 0.0005
216559 -0.0710592 5657 m2 0.1335
218069 -0.145302 5933 m2 0.006
218955 -0.0319925 5315 m2 0.1405
220506 0.0125165 5850 m2 0.0025
221581 -0.0977714 5998 m2 0.0005
224017 0.00686967 5998 m2 0.0005
227254 -0.10188 5957 m2 0.0095
228005 0.00842074 6000 m2 0.0005
228012 -0.0902602 5984 m2 0.002
228099 0.0861214 5903 m2 0.0455
228534 0.130265 5990 m2 0.0025
232904 -0.22519 5228 m2 0.3075
234098 -0.00885953 3900 m2 0.0555
234157 -0.0304783 5418 m2 0.079
236208 -0.119933 5910 m2 0.0355
238868 -0.0227362 5979 m2 0.014
241202 0.0060232 5881 m2 0.0305
241512 -0.0774228 5999 m2 0.0005
241737 0.105636 5907 m2 0.0085
241824 0.0452303 5940 m2 0.032
245169 0.113171 3117 m2 0.0225
245948 0.0908586 5123 m2 0.209
246554 0.112145 5997 m2 0.0015
248606 -0.130183 5864 m2 0.019
248854 -0.0975436 5369 m2 0.7105
300040 0.00318623 4728 m2 0.392
300107 0.0600008 6000 m2 0.0005
301250 -0.0875196 5999 m2 0.0005
302137 -0.0135658 5999 m2 0.001
302975 0.0977827 5951 m2 0.012
303613 -0.0608539 5913 m2 0.0135
306576 -0.0247797 5986 m2 0.001
308731 0.077707 5867 m2 0.047
309087 0.0465468 5989 m2 0.0005
310750 0.0654047 5912 m2 0.0045
311149 -0.0399275 3950 m2 0.498
312261 -0.0435328 5971 m2 0.0005
314309 0.0613442 5992 m2 0.0025
315137 0.0229699 5998 m2 0.002
315483 0.119461 3342 m2 0.067
316106 0.00196879 5813 m2 0.0065
316198 0.0457791 5998 m2 0.003
317396 0.1122 5980 m2 0.002
320348 -0.165427 5999 m2 0.0005
320544 -0.163016 5963 m2 0.007
321885 0.0941088 5954 m2 0.0065
322601 -0.0270139 3509 m2 0.2855
323054 -0.098519 4805 m2 0.322
323073 -0.0914743 5989 m2 0.0005
325119 -0.0549795 5998 m2 0.0025
325262 0.125271 5818 m2 0.054
325876 0.0168712 5853 m2 0.0735
326663 0.0932727 5909 m2 0.027
326764 -0.0179269 5510 m2 0.1065
327512 0.110294 5911 m2 0.003
332012 0.136115 5963 m2 0.0205
332776 0.148224 5987 m2 0.002
334448 0.00612333 5997 m2 0.0015
334550 0.0598227 2860 m2 0.8795
337053 0.066422 5917 m2 0.002
337311 -0.057474 5329 m2 0.2035
337926 0.0887542 5976 m2 0.048
339246 0.0192582 5987 m2 0.0095
339368 0.105375 5971 m2 0.0245
340231 -0.0919377 5996 m2 0.001
341966 -0.0812358 5903 m2 0.0005
342807 -0.0280513 5837 m2 0.062
343444 0.114138 3007 m2 0.803
344049 0.112412 5983 m2 0.002
344333 0.0625826 5766 m2 0.02
345235 -0.196349 5964 m2 0.0035
347758 0.029187 5542 m2 0.116
348269 0.0852372 5994 m2 0.002
348807 0.0622515 5450 m2 0.085
349270 0.00318851 5996 m2 0.001
349274 -0.0609202 4471 m2 0.116

